YearStart,LocationDesc,Value,Class,Subclass
2012,Washington,31,Age (years),45 - 54
2012,Wyoming,26.6,Age (years),45 - 54
2012,West Virginia,37.4,Age (years),45 - 54
2012,Wisconsin,34.4,Age (years),45 - 54
2012,Alabama,40.3,Age (years),55 - 64
2012,Alaska,32.3,Age (years),55 - 64
2012,Arizona,30.3,Age (years),55 - 64
2012,Arkansas,37.2,Age (years),55 - 64
2012,California,30.6,Age (years),55 - 64
2012,Colorado,23.6,Age (years),55 - 64
2012,Connecticut,27.9,Age (years),55 - 64
2012,Delaware,35.1,Age (years),55 - 64
2012,District of Columbia,32.9,Age (years),55 - 64
2012,Florida,30.6,Age (years),55 - 64
2012,Georgia,36,Age (years),55 - 64
2012,Hawaii,25.9,Age (years),55 - 64
2012,Idaho,29.8,Age (years),55 - 64
2012,Illinois,35.8,Age (years),55 - 64
2012,Indiana,38.4,Age (years),55 - 64
2012,Iowa,37.8,Age (years),55 - 64
2012,Kansas,33.1,Age (years),55 - 64
2012,Kentucky,34.2,Age (years),55 - 64
2012,Louisiana,39.6,Age (years),55 - 64
2012,Maine,32.1,Age (years),55 - 64
2012,Maryland,34.4,Age (years),55 - 64
2012,Massachusetts,27.7,Age (years),55 - 64
2012,Michigan,35.6,Age (years),55 - 64
2012,Minnesota,32.2,Age (years),55 - 64
2012,Mississippi,39.8,Age (years),55 - 64
2012,Missouri,37,Age (years),55 - 64
2012,Montana,31.1,Age (years),55 - 64
2012,Nebraska,35.8,Age (years),55 - 64
2012,Nevada,32.5,Age (years),55 - 64
2012,New Hampshire,30,Age (years),55 - 64
2012,New Jersey,28.2,Age (years),55 - 64
2012,New Mexico,28,Age (years),55 - 64
2012,New York,28.7,Age (years),55 - 64
2012,North Carolina,36.5,Age (years),55 - 64
2012,North Dakota,36.2,Age (years),55 - 64
2012,Ohio,35.2,Age (years),55 - 64
2012,Oklahoma,35.7,Age (years),55 - 64
2012,Oregon,32.9,Age (years),55 - 64
2012,Pennsylvania,33.5,Age (years),55 - 64
2012,Rhode Island,32.2,Age (years),55 - 64
2012,South Carolina,36,Age (years),55 - 64
2012,South Dakota,33.9,Age (years),55 - 64
2012,Tennessee,37,Age (years),55 - 64
2012,Texas,35.4,Age (years),55 - 64
2012,Utah,31.8,Age (years),55 - 64
2012,Vermont,26.9,Age (years),55 - 64
2012,Virginia,36.3,Age (years),55 - 64
2012,Washington,31.6,Age (years),55 - 64
2012,Wyoming,32.1,Age (years),55 - 64
2012,West Virginia,38.2,Age (years),55 - 64
2012,Wisconsin,36.6,Age (years),55 - 64
2012,Alabama,26.9,Age (years),65 or older
2012,Alaska,26.8,Age (years),65 or older
2012,Arizona,22.6,Age (years),65 or older
2012,Arkansas,25.9,Age (years),65 or older
2012,California,21.1,Age (years),65 or older
2012,Colorado,19.6,Age (years),65 or older
2012,Connecticut,26.5,Age (years),65 or older
2012,Delaware,26,Age (years),65 or older
2012,District of Columbia,19.1,Age (years),65 or older
2012,Florida,22.9,Age (years),65 or older
2012,Georgia,25.4,Age (years),65 or older
2012,Hawaii,14.1,Age (years),65 or older
2012,Idaho,26.9,Age (years),65 or older
2012,Illinois,27.7,Age (years),65 or older
2012,Indiana,29.3,Age (years),65 or older
2012,Iowa,29.6,Age (years),65 or older
2012,Kansas,26.2,Age (years),65 or older
2012,Kentucky,29.2,Age (years),65 or older
2012,Louisiana,30.4,Age (years),65 or older
2012,Maine,25.9,Age (years),65 or older
2012,Maryland,26.2,Age (years),65 or older
2012,Massachusetts,22.6,Age (years),65 or older
2012,Michigan,29.6,Age (years),65 or older
2012,Minnesota,26.3,Age (years),65 or older
2012,Mississippi,29,Age (years),65 or older
2012,Missouri,28.1,Age (years),65 or older
2012,Montana,22.3,Age (years),65 or older
2012,Nebraska,26.8,Age (years),65 or older
2012,Nevada,25.1,Age (years),65 or older
2012,New Hampshire,26.5,Age (years),65 or older
2012,New Jersey,27.2,Age (years),65 or older
2012,New Mexico,20.4,Age (years),65 or older
2012,New York,25.7,Age (years),65 or older
2012,North Carolina,26.2,Age (years),65 or older
2012,North Dakota,27.3,Age (years),65 or older
2012,Ohio,28.8,Age (years),65 or older
2012,Oklahoma,26.8,Age (years),65 or older
2012,Oregon,25.4,Age (years),65 or older
2012,Pennsylvania,29.3,Age (years),65 or older
2012,Rhode Island,24.5,Age (years),65 or older
2012,South Carolina,27.2,Age (years),65 or older
2012,South Dakota,28.4,Age (years),65 or older
2012,Tennessee,26.3,Age (years),65 or older
2012,Texas,26.9,Age (years),65 or older
2012,Utah,25.6,Age (years),65 or older
2012,Vermont,25.5,Age (years),65 or older
2012,Virginia,26.8,Age (years),65 or older
2012,Washington,25.6,Age (years),65 or older
2012,West Virginia,28.7,Age (years),65 or older
2012,Wisconsin,29.5,Age (years),65 or older
2012,Wyoming,20.5,Age (years),65 or older
2012,Alabama,27.8,Education,College graduate
2012,Alaska,24.9,Education,College graduate
2012,Arizona,22.3,Education,College graduate
2012,Arkansas,30.7,Education,College graduate
2012,California,16,Education,College graduate
2012,Colorado,15.7,Education,College graduate
2012,Connecticut,17.8,Education,College graduate
2012,Delaware,20.5,Education,College graduate
2012,District of Columbia,12,Education,College graduate
2012,Florida,22.5,Education,College graduate
2012,Georgia,23.2,Education,College graduate
2012,Hawaii,17.4,Education,College graduate
2012,Idaho,24.2,Education,College graduate
2012,Illinois,24.2,Education,College graduate
2012,Indiana,24.2,Education,College graduate
2012,Iowa,23.9,Education,College graduate
2012,Kansas,23.6,Education,College graduate
2012,Kentucky,26.5,Education,College graduate
2012,Louisiana,28.3,Education,College graduate
2012,Maine,19.7,Education,College graduate
2012,Maryland,21.1,Education,College graduate
2012,Massachusetts,16.2,Education,College graduate
2012,Michigan,25.5,Education,College graduate
2012,Minnesota,19.6,Education,College graduate
2012,Mississippi,30.6,Education,College graduate
2012,Missouri,27.3,Education,College graduate
2012,Montana,17.7,Education,College graduate
2012,Nebraska,24.5,Education,College graduate
2012,Nevada,19.2,Education,College graduate
2012,New Hampshire,20.7,Education,College graduate
2012,New Jersey,18.3,Education,College graduate
2012,New Mexico,19,Education,College graduate
2012,New York,18,Education,College graduate
2012,North Carolina,24.1,Education,College graduate
2012,North Dakota,25,Education,College graduate
2012,Ohio,24.3,Education,College graduate
2012,Oklahoma,25.6,Education,College graduate
2012,Oregon,19.3,Education,College graduate
2012,Pennsylvania,21.7,Education,College graduate
2012,Rhode Island,20.2,Education,College graduate
2012,South Carolina,23.9,Education,College graduate
2012,South Dakota,23.1,Education,College graduate
2012,Tennessee,25.2,Education,College graduate
2012,Texas,23.8,Education,College graduate
2012,Utah,21.7,Education,College graduate
2012,Vermont,16.5,Education,College graduate
2012,Virginia,19.8,Education,College graduate
2012,Washington,20.2,Education,College graduate
2012,West Virginia,28.1,Education,College graduate
2012,Wisconsin,24.1,Education,College graduate
2012,Wyoming,17.1,Education,College graduate
2012,Alabama,33.5,Education,High school graduate
2012,Alaska,25.8,Education,High school graduate
2012,Arizona,26.9,Education,High school graduate
2012,Arkansas,36,Education,High school graduate
2012,California,26.4,Education,High school graduate
2012,Colorado,23.1,Education,High school graduate
2012,Connecticut,29.2,Education,High school graduate
2012,Delaware,27.8,Education,High school graduate
2012,District of Columbia,32.3,Education,High school graduate
2012,Florida,28.1,Education,High school graduate
2012,Georgia,32.6,Education,High school graduate
2012,Hawaii,27.8,Education,High school graduate
2012,Idaho,24.5,Education,High school graduate
2012,Illinois,30.7,Education,High school graduate
2012,Indiana,32.1,Education,High school graduate
2012,Iowa,33.5,Education,High school graduate
2012,Kansas,31.4,Education,High school graduate
2012,Kentucky,31.8,Education,High school graduate
2012,Louisiana,34,Education,High school graduate
2012,Maine,31.6,Education,High school graduate
2012,Maryland,31.6,Education,High school graduate
2012,Massachusetts,26.5,Education,High school graduate
2012,Michigan,33.9,Education,High school graduate
2012,Minnesota,28.2,Education,High school graduate
2012,Mississippi,34.1,Education,High school graduate
2012,Missouri,29.1,Education,High school graduate
2012,Montana,25.6,Education,High school graduate
2012,Nebraska,32,Education,High school graduate
2012,Nevada,26.8,Education,High school graduate
2012,New Hampshire,30.6,Education,High school graduate
2012,New Jersey,27.6,Education,High school graduate
2012,New Mexico,28.2,Education,High school graduate
2012,New York,23,Education,High school graduate
2012,North Carolina,31.8,Education,High school graduate
2012,North Dakota,29.9,Education,High school graduate
2012,Ohio,31.1,Education,High school graduate
2012,Oklahoma,33.9,Education,High school graduate
2012,Oregon,31.3,Education,High school graduate
2012,Pennsylvania,33,Education,High school graduate
2012,Rhode Island,29.2,Education,High school graduate
2012,South Carolina,32.7,Education,High school graduate
2012,South Dakota,30.8,Education,High school graduate
2012,Tennessee,31.7,Education,High school graduate
2012,Texas,31,Education,High school graduate
2012,Utah,24,Education,High school graduate
2012,Vermont,28.9,Education,High school graduate
2012,Virginia,32.5,Education,High school graduate
2012,Washington,29.9,Education,High school graduate
2012,West Virginia,35.6,Education,High school graduate
2012,Wisconsin,31.5,Education,High school graduate
2012,Wyoming,25.7,Education,High school graduate
2012,Alabama,35.2,Education,Less than high school
2012,Alaska,23.3,Education,Less than high school
2012,Arizona,32.3,Education,Less than high school
2012,Arkansas,38.9,Education,Less than high school
2012,California,34.8,Education,Less than high school
2012,Colorado,25.6,Education,Less than high school
2012,Connecticut,33,Education,Less than high school
2012,Delaware,27.6,Education,Less than high school
2012,District of Columbia,31.6,Education,Less than high school
2012,Florida,25.9,Education,Less than high school
2012,Georgia,28.4,Education,Less than high school
2012,Hawaii,27.4,Education,Less than high school
2012,Idaho,30.3,Education,Less than high school
2012,Illinois,30,Education,Less than high school
2012,Indiana,37.5,Education,Less than high school
2012,Iowa,28.6,Education,Less than high school
2012,Kansas,36,Education,Less than high school
2012,Kentucky,33.2,Education,Less than high school
2012,Louisiana,38.6,Education,Less than high school
2012,Maine,34.8,Education,Less than high school
2012,Maryland,33.7,Education,Less than high school
2012,Massachusetts,30.7,Education,Less than high school
2012,Michigan,30.6,Education,Less than high school
2012,Minnesota,31.6,Education,Less than high school
2012,Mississippi,37.4,Education,Less than high school
2012,Missouri,33.9,Education,Less than high school
2012,Montana,30.3,Education,Less than high school
2012,Nebraska,29.5,Education,Less than high school
2012,Nevada,31.2,Education,Less than high school
2012,New Hampshire,35.8,Education,Less than high school
2012,New Jersey,31.7,Education,Less than high school
2012,New Mexico,31.8,Education,Less than high school
2012,New York,33,Education,Less than high school
2012,North Carolina,32.3,Education,Less than high school
2012,North Dakota,38.3,Education,Less than high school
2012,Ohio,35.6,Education,Less than high school
2012,Oklahoma,31.9,Education,Less than high school
2012,Oregon,35.4,Education,Less than high school
2012,Pennsylvania,31.1,Education,Less than high school
2012,Rhode Island,27.4,Education,Less than high school
2012,South Carolina,38.3,Education,Less than high school
2012,South Dakota,31.6,Education,Less than high school
2012,Tennessee,34.2,Education,Less than high school
2012,Texas,34.3,Education,Less than high school
2012,Utah,27,Education,Less than high school
2012,Vermont,27.7,Education,Less than high school
2012,Virginia,33.9,Education,Less than high school
2012,Washington,32.5,Education,Less than high school
2012,West Virginia,33.1,Education,Less than high school
2012,Wisconsin,37.5,Education,Less than high school
2012,Wyoming,36.2,Education,Less than high school
2012,Alabama,34.4,Education,Some college or technical school
2012,Alaska,26.9,Education,Some college or technical school
2012,Arizona,25.3,Education,Some college or technical school
2012,Arkansas,32.7,Education,Some college or technical school
2012,California,26.3,Education,Some college or technical school
2012,Colorado,21.9,Education,Some college or technical school
2012,Connecticut,28.3,Education,Some college or technical school
2012,Delaware,31.2,Education,Some college or technical school
2012,District of Columbia,27.8,Education,Some college or technical school
2012,Florida,24.3,Education,Some college or technical school
2012,Georgia,31,Education,Some college or technical school
2012,Hawaii,23.6,Education,Some college or technical school
2012,Idaho,29,Education,Some college or technical school
2012,Illinois,28.4,Education,Some college or technical school
2012,Indiana,32.6,Education,Some college or technical school
2012,Iowa,32.3,Education,Some college or technical school
2012,Kansas,31.6,Education,Some college or technical school
2012,Kentucky,32.6,Education,Some college or technical school
2012,Louisiana,37.5,Education,Some college or technical school
2012,Maine,29.6,Education,Some college or technical school
2012,Maryland,29.1,Education,Some college or technical school
2012,Massachusetts,25.2,Education,Some college or technical school
2012,Michigan,32.4,Education,Some college or technical school
2012,Minnesota,27.4,Education,Some college or technical school
2012,Mississippi,35.6,Education,Some college or technical school
2012,Missouri,29.9,Education,Some college or technical school
2012,Montana,26.3,Education,Some college or technical school
2012,Nebraska,28.7,Education,Some college or technical school
2012,Nevada,27.3,Education,Some college or technical school
2012,New Hampshire,28.4,Education,Some college or technical school
2012,New Jersey,26.1,Education,Some college or technical school
2012,New Mexico,29.5,Education,Some college or technical school
2012,New York,25.4,Education,Some college or technical school
2012,North Carolina,30.5,Education,Some college or technical school
2012,North Dakota,30.2,Education,Some college or technical school
2012,Ohio,31.1,Education,Some college or technical school
2012,Oklahoma,34.9,Education,Some college or technical school
2012,Oregon,28,Education,Some college or technical school
2012,Pennsylvania,29.4,Education,Some college or technical school
2012,Rhode Island,26.9,Education,Some college or technical school
2012,South Carolina,32.4,Education,Some college or technical school
2012,South Dakota,28.1,Education,Some college or technical school
2012,Tennessee,33.2,Education,Some college or technical school
2012,Texas,29,Education,Some college or technical school
2012,Utah,25.5,Education,Some college or technical school
2012,Vermont,24.5,Education,Some college or technical school
2012,Virginia,28.1,Education,Some college or technical school
2012,Washington,28.6,Education,Some college or technical school
2012,West Virginia,35,Education,Some college or technical school
2012,Wisconsin,29.2,Education,Some college or technical school
2012,Wyoming,25.6,Education,Some college or technical school
2012,Alabama,34.1,Gender,Female
2012,Alaska,25.4,Gender,Female
2012,Arizona,25.6,Gender,Female
2012,Arkansas,35.1,Gender,Female
2012,California,23.8,Gender,Female
2012,Colorado,19.8,Gender,Female
2012,Delaware,27.8,Gender,Female
2012,Connecticut,24.1,Gender,Female
2012,District of Columbia,25.5,Gender,Female
2012,Florida,23.9,Gender,Female
2012,Georgia,30.5,Gender,Female
2012,Hawaii,20.3,Gender,Female
2012,Idaho,26.2,Gender,Female
2012,Illinois,28,Gender,Female
2012,Indiana,30.9,Gender,Female
2012,Iowa,29.3,Gender,Female
2012,Kansas,29,Gender,Female
2012,Kentucky,31,Gender,Female
2012,Louisiana,35.9,Gender,Female
2012,Maine,26.6,Gender,Female
2012,Maryland,28.7,Gender,Female
2012,Massachusetts,21.2,Gender,Female
2012,Michigan,30.6,Gender,Female
2012,Minnesota,23.6,Gender,Female
2012,Mississippi,37.3,Gender,Female
2012,Missouri,29.6,Gender,Female
2012,Montana,23.4,Gender,Female
2012,Nebraska,28.1,Gender,Female
2012,Nevada,25.8,Gender,Female
2012,New Hampshire,25.6,Gender,Female
2012,New Jersey,22.9,Gender,Female
2012,New Mexico,27.5,Gender,Female
2012,New York,22.9,Gender,Female
2012,North Carolina,29.6,Gender,Female
2012,North Dakota,26.7,Gender,Female
2012,Ohio,29.7,Gender,Female
2012,Oklahoma,31.4,Gender,Female
2012,Oregon,27.3,Gender,Female
2012,Pennsylvania,29.2,Gender,Female
2012,Rhode Island,23.8,Gender,Female
2012,South Carolina,33,Gender,Female
2012,South Dakota,27.5,Gender,Female
2012,Tennessee,31.8,Gender,Female
2012,Texas,30,Gender,Female
2012,Utah,24,Gender,Female
2012,Vermont,23,Gender,Female
2012,Virginia,27.5,Gender,Female
2012,Wisconsin,29.8,Gender,Female
2012,Washington,26.3,Gender,Female
2012,West Virginia,33.1,Gender,Female
2012,Wyoming,26.8,Gender,Female
2012,Alabama,31.8,Gender,Male
2012,Alaska,25.9,Gender,Male
2012,Arizona,26.4,Gender,Male
2012,Arkansas,34,Gender,Male
2012,California,26.2,Gender,Male
2012,Colorado,21.1,Gender,Male
2012,Connecticut,27.1,Gender,Male
2012,Delaware,26,Gender,Male
2012,District of Columbia,17.9,Gender,Male
2012,Florida,26.5,Gender,Male
2012,Georgia,27.7,Gender,Male
2012,Hawaii,26.8,Gender,Male
2012,Idaho,27.3,Gender,Male
2012,Illinois,28.3,Gender,Male
2012,Indiana,31.8,Gender,Male
2012,Iowa,31.5,Gender,Male
2012,Kansas,30.6,Gender,Male
2012,Kentucky,31.5,Gender,Male
2012,Louisiana,33.5,Gender,Male
2012,Maine,30.1,Gender,Male
2012,Maryland,26.5,Gender,Male
2012,Massachusetts,24.6,Gender,Male
2012,Michigan,31.5,Gender,Male
2012,Minnesota,27.8,Gender,Male
2012,Mississippi,31.8,Gender,Male
2012,Missouri,29.6,Gender,Male
2012,Montana,25.2,Gender,Male
2012,Nebraska,29.2,Gender,Male
2012,Nevada,26.5,Gender,Male
2012,New Hampshire,28.9,Gender,Male
2012,New Jersey,26.3,Gender,Male
2012,New Mexico,26.7,Gender,Male
2012,New York,24.3,Gender,Male
2012,North Carolina,29.5,Gender,Male
2012,North Dakota,32.3,Gender,Male
2012,Ohio,30.5,Gender,Male
2012,Oklahoma,33.1,Gender,Male
2012,Oregon,27.4,Gender,Male
2012,Pennsylvania,28.9,Gender,Male
2012,Rhode Island,27.8,Gender,Male
2012,South Carolina,30.1,Gender,Male
2012,South Dakota,28.7,Gender,Male
2012,Tennessee,30.4,Gender,Male
2012,Texas,28.5,Gender,Male
2012,Utah,24.6,Gender,Male
2012,Vermont,24.4,Gender,Male
2012,Virginia,27.3,Gender,Male
2012,Washington,27.3,Gender,Male
2012,West Virginia,34.5,Gender,Male
2012,Wisconsin,29.6,Gender,Male
2012,Wyoming,22.6,Gender,Male
2012,Alabama,35.2,Income,"$15,000 - $24,999"
2012,Alaska,24.2,Income,"$15,000 - $24,999"
2012,Arizona,29.1,Income,"$15,000 - $24,999"
2012,Arkansas,38.5,Income,"$15,000 - $24,999"
2012,California,30.2,Income,"$15,000 - $24,999"
2012,Colorado,22.2,Income,"$15,000 - $24,999"
2012,Connecticut,30.8,Income,"$15,000 - $24,999"
2012,Delaware,30.1,Income,"$15,000 - $24,999"
2012,District of Columbia,28.5,Income,"$15,000 - $24,999"
2012,Florida,29.8,Income,"$15,000 - $24,999"
2012,Georgia,33,Income,"$15,000 - $24,999"
2012,Hawaii,25.3,Income,"$15,000 - $24,999"
2012,Idaho,27.7,Income,"$15,000 - $24,999"
2012,Illinois,28.6,Income,"$15,000 - $24,999"
2012,Indiana,35.5,Income,"$15,000 - $24,999"
2012,Iowa,36.6,Income,"$15,000 - $24,999"
2012,Kansas,34.2,Income,"$15,000 - $24,999"
2012,Kentucky,34.5,Income,"$15,000 - $24,999"
2012,Louisiana,38.2,Income,"$15,000 - $24,999"
2012,Maine,31.9,Income,"$15,000 - $24,999"
2012,Maryland,32.9,Income,"$15,000 - $24,999"
2012,Massachusetts,28.3,Income,"$15,000 - $24,999"
2012,Michigan,35.1,Income,"$15,000 - $24,999"
2012,Minnesota,28.5,Income,"$15,000 - $24,999"
2012,Mississippi,37.9,Income,"$15,000 - $24,999"
2012,Missouri,33.9,Income,"$15,000 - $24,999"
2012,Montana,27.9,Income,"$15,000 - $24,999"
2012,Nebraska,31.6,Income,"$15,000 - $24,999"
2012,Nevada,27.4,Income,"$15,000 - $24,999"
2012,New Hampshire,26.9,Income,"$15,000 - $24,999"
2012,New Jersey,28.8,Income,"$15,000 - $24,999"
2012,New Mexico,28,Income,"$15,000 - $24,999"
2012,New York,24.7,Income,"$15,000 - $24,999"
2012,North Carolina,34.3,Income,"$15,000 - $24,999"
2012,North Dakota,32.1,Income,"$15,000 - $24,999"
2012,Ohio,32.6,Income,"$15,000 - $24,999"
2012,Oklahoma,35,Income,"$15,000 - $24,999"
2012,Oregon,27.6,Income,"$15,000 - $24,999"
2012,Pennsylvania,33.8,Income,"$15,000 - $24,999"
2012,Rhode Island,30.6,Income,"$15,000 - $24,999"
2012,South Carolina,36.2,Income,"$15,000 - $24,999"
2012,South Dakota,29.3,Income,"$15,000 - $24,999"
2012,Tennessee,34.3,Income,"$15,000 - $24,999"
2012,Texas,34.7,Income,"$15,000 - $24,999"
2012,Utah,25.4,Income,"$15,000 - $24,999"
2012,Vermont,29.8,Income,"$15,000 - $24,999"
2012,Virginia,29.4,Income,"$15,000 - $24,999"
2012,Washington,30.1,Income,"$15,000 - $24,999"
2012,West Virginia,37.3,Income,"$15,000 - $24,999"
2012,Wisconsin,32.1,Income,"$15,000 - $24,999"
2012,Wyoming,26.4,Income,"$15,000 - $24,999"
2012,Alabama,29,Income,"$25,000 - $34,999"
2012,Alaska,24,Income,"$25,000 - $34,999"
2012,Arizona,25.9,Income,"$25,000 - $34,999"
2012,Arkansas,29.2,Income,"$25,000 - $34,999"
2012,California,28.7,Income,"$25,000 - $34,999"
2012,Colorado,22.2,Income,"$25,000 - $34,999"
2012,Connecticut,30.8,Income,"$25,000 - $34,999"
2012,Delaware,35.5,Income,"$25,000 - $34,999"
2012,District of Columbia,24.1,Income,"$25,000 - $34,999"
2012,Florida,26,Income,"$25,000 - $34,999"
2012,Georgia,33.2,Income,"$25,000 - $34,999"
2012,Hawaii,23.7,Income,"$25,000 - $34,999"
2012,Idaho,27,Income,"$25,000 - $34,999"
2012,Illinois,28.9,Income,"$25,000 - $34,999"
2012,Indiana,31.7,Income,"$25,000 - $34,999"
2012,Iowa,30.1,Income,"$25,000 - $34,999"
2012,Kansas,33.2,Income,"$25,000 - $34,999"
2012,Kentucky,31.7,Income,"$25,000 - $34,999"
2012,Louisiana,32,Income,"$25,000 - $34,999"
2012,Maine,30.1,Income,"$25,000 - $34,999"
2012,Maryland,32.1,Income,"$25,000 - $34,999"
2012,Massachusetts,22.6,Income,"$25,000 - $34,999"
2012,Michigan,32,Income,"$25,000 - $34,999"
2012,Minnesota,27.4,Income,"$25,000 - $34,999"
2012,Mississippi,37.5,Income,"$25,000 - $34,999"
2012,Missouri,33.8,Income,"$25,000 - $34,999"
2012,Montana,23.7,Income,"$25,000 - $34,999"
2012,Nebraska,28.3,Income,"$25,000 - $34,999"
2012,Nevada,25.8,Income,"$25,000 - $34,999"
2012,New Hampshire,30.6,Income,"$25,000 - $34,999"
2012,New Jersey,26,Income,"$25,000 - $34,999"
2012,New Mexico,27.1,Income,"$25,000 - $34,999"
2012,New York,24,Income,"$25,000 - $34,999"
2012,North Carolina,33.9,Income,"$25,000 - $34,999"
2012,North Dakota,26.8,Income,"$25,000 - $34,999"
2012,Ohio,30.6,Income,"$25,000 - $34,999"
2012,Oklahoma,30.3,Income,"$25,000 - $34,999"
2012,Oregon,25.9,Income,"$25,000 - $34,999"
2012,Pennsylvania,31.9,Income,"$25,000 - $34,999"
2012,Rhode Island,28.9,Income,"$25,000 - $34,999"
2012,South Carolina,34.6,Income,"$25,000 - $34,999"
2012,South Dakota,28.5,Income,"$25,000 - $34,999"
2012,Tennessee,33.3,Income,"$25,000 - $34,999"
2012,Texas,28.3,Income,"$25,000 - $34,999"
2012,Utah,27.9,Income,"$25,000 - $34,999"
2012,Vermont,25.9,Income,"$25,000 - $34,999"
2012,Virginia,32.5,Income,"$25,000 - $34,999"
2012,Washington,25,Income,"$25,000 - $34,999"
2012,West Virginia,36,Income,"$25,000 - $34,999"
2012,Wisconsin,32.9,Income,"$25,000 - $34,999"
2012,Wyoming,22.2,Income,"$25,000 - $34,999"
2012,Alabama,34.5,Income,"$35,000 - $49,999"
2012,Alaska,27.3,Income,"$35,000 - $49,999"
2012,Arizona,26.2,Income,"$35,000 - $49,999"
2012,Arkansas,36,Income,"$35,000 - $49,999"
2012,California,23.4,Income,"$35,000 - $49,999"
2012,Colorado,22,Income,"$35,000 - $49,999"
2012,Connecticut,27.3,Income,"$35,000 - $49,999"
2012,Delaware,30.5,Income,"$35,000 - $49,999"
2012,District of Columbia,22.6,Income,"$35,000 - $49,999"
2012,Florida,25.5,Income,"$35,000 - $49,999"
2012,Georgia,27.7,Income,"$35,000 - $49,999"
2012,Hawaii,24.9,Income,"$35,000 - $49,999"
2012,Idaho,32.7,Income,"$35,000 - $49,999"
2012,Illinois,27.2,Income,"$35,000 - $49,999"
2012,Indiana,33.8,Income,"$35,000 - $49,999"
2012,Iowa,31.1,Income,"$35,000 - $49,999"
2012,Kansas,30.8,Income,"$35,000 - $49,999"
2012,Kentucky,32,Income,"$35,000 - $49,999"
2012,Louisiana,37.1,Income,"$35,000 - $49,999"
2012,Maine,33.5,Income,"$35,000 - $49,999"
2012,Maryland,29.2,Income,"$35,000 - $49,999"
2012,Massachusetts,22.6,Income,"$35,000 - $49,999"
2012,Michigan,33.4,Income,"$35,000 - $49,999"
2012,Minnesota,28.6,Income,"$35,000 - $49,999"
2012,Mississippi,33.9,Income,"$35,000 - $49,999"
2012,Missouri,29.8,Income,"$35,000 - $49,999"
2012,Montana,22.9,Income,"$35,000 - $49,999"
2012,Nebraska,30.6,Income,"$35,000 - $49,999"
2012,Nevada,25.3,Income,"$35,000 - $49,999"
2012,New Hampshire,31.3,Income,"$35,000 - $49,999"
2012,New Jersey,25,Income,"$35,000 - $49,999"
2012,New Mexico,29.6,Income,"$35,000 - $49,999"
2012,New York,23.2,Income,"$35,000 - $49,999"
2012,North Carolina,30.4,Income,"$35,000 - $49,999"
2012,North Dakota,32.2,Income,"$35,000 - $49,999"
2012,Ohio,33.9,Income,"$35,000 - $49,999"
2012,Oklahoma,34.5,Income,"$35,000 - $49,999"
2012,Oregon,31.2,Income,"$35,000 - $49,999"
2012,Pennsylvania,31.6,Income,"$35,000 - $49,999"
2012,Rhode Island,25.5,Income,"$35,000 - $49,999"
2012,South Carolina,30.3,Income,"$35,000 - $49,999"
2012,South Dakota,30.4,Income,"$35,000 - $49,999"
2012,Tennessee,29.7,Income,"$35,000 - $49,999"
2012,Texas,29.6,Income,"$35,000 - $49,999"
2012,Utah,27.5,Income,"$35,000 - $49,999"
2012,Vermont,26.4,Income,"$35,000 - $49,999"
2012,Virginia,30,Income,"$35,000 - $49,999"
2012,Washington,28.9,Income,"$35,000 - $49,999"
2012,West Virginia,31.3,Income,"$35,000 - $49,999"
2012,Wisconsin,26.9,Income,"$35,000 - $49,999"
2012,Wyoming,23.5,Income,"$35,000 - $49,999"
2012,Alabama,34.5,Income,"$50,000 - $74,999"
2012,Alaska,28.4,Income,"$50,000 - $74,999"
2012,Arizona,28.1,Income,"$50,000 - $74,999"
2012,Arkansas,37.9,Income,"$50,000 - $74,999"
2012,California,27,Income,"$50,000 - $74,999"
2012,Colorado,19.6,Income,"$50,000 - $74,999"
2012,Connecticut,28.7,Income,"$50,000 - $74,999"
2012,Delaware,26.1,Income,"$50,000 - $74,999"
2012,District of Columbia,19,Income,"$50,000 - $74,999"
2012,Florida,25.9,Income,"$50,000 - $74,999"
2012,Georgia,28,Income,"$50,000 - $74,999"
2012,Hawaii,23.7,Income,"$50,000 - $74,999"
2012,Idaho,27.2,Income,"$50,000 - $74,999"
2012,Illinois,30.5,Income,"$50,000 - $74,999"
2012,Indiana,35.2,Income,"$50,000 - $74,999"
2012,Iowa,30.5,Income,"$50,000 - $74,999"
2012,Kansas,30.8,Income,"$50,000 - $74,999"
2012,Kentucky,33.4,Income,"$50,000 - $74,999"
2012,Louisiana,31.7,Income,"$50,000 - $74,999"
2012,Maine,26.6,Income,"$50,000 - $74,999"
2012,Maryland,31.8,Income,"$50,000 - $74,999"
2012,Massachusetts,26.4,Income,"$50,000 - $74,999"
2012,Michigan,31.7,Income,"$50,000 - $74,999"
2012,Minnesota,26.1,Income,"$50,000 - $74,999"
2012,Mississippi,31.6,Income,"$50,000 - $74,999"
2012,Missouri,29.1,Income,"$50,000 - $74,999"
2012,Montana,23.5,Income,"$50,000 - $74,999"
2012,Nebraska,30.5,Income,"$50,000 - $74,999"
2012,Nevada,28.8,Income,"$50,000 - $74,999"
2012,New Hampshire,29.1,Income,"$50,000 - $74,999"
2012,New Jersey,26,Income,"$50,000 - $74,999"
2012,New Mexico,27.9,Income,"$50,000 - $74,999"
