LocationDesc,YearStart,Data_Value,Category 
Idaho,2014,33.1,45 - 54
Idaho,2014,32,"$15,000 - $24,999"
Idaho,2014,30.5,"$25,000 - $34,999"
Idaho,2014,32.3,"$35,000 - $49,999"
Idaho,2014,25.9,"$50,000 - $74,999"
Idaho,2014,25.8,"$75,000 or greater"
Idaho,2014,26.2,65-100
Idaho,2014,27.7,Non-Hispanic White
Idaho,2014,31.9,55 - 64
Idaho,2014,DNE,Asian
Idaho,2014,37.7,American Indian/Alaska Native
Idaho,2014,31.8,2 or more races
Idaho,2014,DNE,Other
Idaho,2015,29.8,Male
Idaho,2013,22.1,Data not reported
Idaho,2014,23.2,Data not reported
Idaho,2013,DNE,Other
Idaho,2011,27.9,Female
Idaho,2011,26.2,Male
Idaho,2013,28.4,Non-Hispanic White
Idaho,2013,DNE,Non-Hispanic Black
Idaho,2013,DNE,Asian
Idaho,2013,DNE,Hawaiian/Pacific Islander
Idaho,2014,35.2,"Less than $15,000"
Idaho,2013,41.9,2 or more races
Idaho,2011,15.7,18 - 24
Idaho,2012,22.6,"$75,000 or greater"
Idaho,2014,28.7,Male
Idaho,2014,37.6,Hispanic
Idaho,2014,18.9,18 - 24
Idaho,2014,30,25 - 34
Idaho,2014,32.4,35 - 44
Idaho,2013,45.4,American Indian/Alaska Native
Idaho,2015,26.8,"$50,000 - $74,999"
Idaho,2015,15.5,18 - 24
Idaho,2015,36.7,2 or more races
Idaho,2015,33.1,Hispanic
Idaho,2015,28.9,American Indian/Alaska Native
Idaho,2015,28.1,Non-Hispanic White
Idaho,2015,DNE,Non-Hispanic Black
Idaho,2015,DNE,Asian
Idaho,2015,35.2,"$15,000 - $24,999"
Idaho,2015,34.5,"$35,000 - $49,999"
Idaho,2015,22.5,"$75,000 or greater"
Idaho,2015,28.7,"Less than $15,000"
Idaho,2015,DNE,Other
Idaho,2015,24.7,Data not reported
Idaho,2015,27.3,Female
Idaho,2015,34.6,55 - 64
Idaho,2015,31.9,45 - 54
Idaho,2015,31.2,35 - 44
Idaho,2015,29,25 - 34
Idaho,2015,27.3,65-100
Idaho,2014,DNE,Hawaiian/Pacific Islander
Idaho,2012,21.9,Data not reported
Idaho,2015,30.3,"$25,000 - $34,999"
Idaho,2013,38.6,Hispanic
Idaho,2012,37.4,American Indian/Alaska Native
Idaho,2013,33.7,"Less than $15,000"
Idaho,2013,34.8,55 - 64
Idaho,2013,34.4,45 - 54
Idaho,2013,32.1,35 - 44
Idaho,2013,27.6,25 - 34
Idaho,2013,16.8,18 - 24
Idaho,2013,32.2,"$25,000 - $34,999"
Idaho,2013,31.2,Male
Idaho,2013,32.1,"$15,000 - $24,999"
Idaho,2012,DNE,Other
Idaho,2012,32.5,2 or more races
Idaho,2013,23,"$75,000 or greater"
Idaho,2015,DNE,Hawaiian/Pacific Islander
Idaho,2012,DNE,Hawaiian/Pacific Islander
Idaho,2012,DNE,Asian
Idaho,2012,31.6,Hispanic
Idaho,2013,27.9,Female
Idaho,2012,26,Non-Hispanic White
Idaho,2013,33.6,"$35,000 - $49,999"
Idaho,2012,DNE,Non-Hispanic Black
Idaho,2013,29.9,65-100
Idaho,2013,30.7,"$50,000 - $74,999"
Illinois,2012,20,2 or more races
Illinois,2012,DNE,American Indian/Alaska Native
Illinois,2012,7.1,Asian
Illinois,2012,27.2,Non-Hispanic White
Illinois,2012,23.6,Data not reported
Illinois,2012,25.3,"$75,000 or greater"
Illinois,2013,23.2,Data not reported
Illinois,2013,27.9,Non-Hispanic White
Illinois,2013,37.9,Non-Hispanic Black
Illinois,2013,35.8,Hispanic
Illinois,2013,24.8,"$75,000 or greater"
Illinois,2013,28.3,Male
Illinois,2013,28.8,65-100
Illinois,2013,30.5,Female
Illinois,2013,15.8,18 - 24
Illinois,2013,28,"$50,000 - $74,999"
Illinois,2013,24,25 - 34
Illinois,2013,32.8,"$35,000 - $49,999"
Illinois,2013,7.9,Asian
Illinois,2013,33.7,35 - 44
Illinois,2013,35.7,45 - 54
Illinois,2013,34.8,55 - 64
Illinois,2013,35.8,"$25,000 - $34,999"
Illinois,2013,33,"$15,000 - $24,999"
Illinois,2013,32.1,"Less than $15,000"
Illinois,2012,DNE,Other
Illinois,2014,32.6,"$15,000 - $24,999"
Illinois,2015,31.9,Female
Illinois,2014,DNE,Other
Illinois,2014,23.1,2 or more races
Illinois,2014,DNE,American Indian/Alaska Native
Illinois,2014,DNE,Hawaiian/Pacific Islander
Illinois,2014,3.2,Asian
Illinois,2014,34.9,Hispanic
Illinois,2014,43.8,Non-Hispanic Black
Illinois,2014,27.5,Non-Hispanic White
Illinois,2014,18.7,Data not reported
Illinois,2014,25.9,"$75,000 or greater"
Illinois,2014,30.3,"$50,000 - $74,999"
Illinois,2014,13.1,18 - 24
Illinois,2014,31.7,"$25,000 - $34,999"
Illinois,2013,DNE,Hawaiian/Pacific Islander
Illinois,2014,35.5,"Less than $15,000"
Illinois,2014,31,65-100
Illinois,2014,35.8,55 - 64
Illinois,2014,34.3,45 - 54
Illinois,2014,35,35 - 44
Illinois,2012,39.2,Non-Hispanic Black
Illinois,2012,30.5,"$50,000 - $74,999"
Illinois,2014,22.6,25 - 34
Illinois,2014,30.7,Female
Illinois,2014,27.9,Male
Illinois,2013,DNE,Other
Illinois,2013,26.5,2 or more races
Illinois,2013,DNE,American Indian/Alaska Native
Illinois,2014,29,"$35,000 - $49,999"
Illinois,2015,28.4,"$75,000 or greater"
Illinois,2011,24.3,25 - 34
Illinois,2011,11.8,18 - 24
Illinois,2011,26.5,Female
Illinois,2011,27.7,Male
Illinois,2011,31.4,"$15,000 - $24,999"
Illinois,2015,17.1,18 - 24
Illinois,2015,25.7,25 - 34
Illinois,2015,31.3,65-100
Illinois,2015,34.9,35 - 44
Illinois,2015,35.2,45 - 54
Illinois,2015,37,55 - 64
Illinois,2015,29.7,Male
Illinois,2011,28.3,35 - 44
Illinois,2015,27.8,"$35,000 - $49,999"
Illinois,2015,22.4,2 or more races
Illinois,2015,30.1,"$25,000 - $34,999"
Illinois,2015,31.6,"$50,000 - $74,999"
Illinois,2015,36.1,"$15,000 - $24,999"
Illinois,2015,37.7,"Less than $15,000"
Illinois,2015,DNE,American Indian/Alaska Native
Illinois,2015,DNE,Hawaiian/Pacific Islander
Illinois,2015,DNE,Other
Illinois,2015,9.6,Asian
Illinois,2012,27.2,"$35,000 - $49,999"
Illinois,2015,29.4,Non-Hispanic White
Illinois,2012,DNE,Hawaiian/Pacific Islander
Illinois,2015,40.6,Non-Hispanic Black
Illinois,2015,26,Data not reported
Illinois,2012,31.7,45 - 54
Illinois,2011,DNE,Other
Illinois,2012,28.3,Hispanic
Illinois,2012,28.3,Male
Illinois,2012,28,Female
Illinois,2012,13.6,18 - 24
Illinois,2011,33.4,2 or more races
Illinois,2012,32.8,35 - 44
Illinois,2012,34.7,"Less than $15,000"
Illinois,2012,35.8,55 - 64
Illinois,2012,27.7,65-100
Illinois,2012,28.6,"$15,000 - $24,999"
Illinois,2011,32.8,45 - 54
Illinois,2015,37.4,Hispanic
Illinois,2012,28.9,"$25,000 - $34,999"
Illinois,2012,23.2,25 - 34
Illinois,2011,29.1,65-100
Illinois,2011,DNE,American Indian/Alaska Native
Illinois,2011,33.1,55 - 64
Illinois,2011,29.1,"Less than $15,000"
Illinois,2011,27.7,"$35,000 - $49,999"
Illinois,2011,28.1,"$50,000 - $74,999"
Illinois,2011,26.9,"$25,000 - $34,999"
Illinois,2011,24.7,"$75,000 or greater"
Illinois,2011,19.3,Data not reported
Illinois,2011,26,Non-Hispanic White
Illinois,2011,39.2,Non-Hispanic Black
Illinois,2011,25.2,Hispanic
Illinois,2011,4.6,Asian
Illinois,2011,DNE,Hawaiian/Pacific Islander
Indiana,2012,33.8,"$35,000 - $49,999"
Indiana,2012,26.7,Data not reported
Indiana,2012,23.8,"$75,000 or greater"
Indiana,2012,35.2,"$50,000 - $74,999"
Indiana,2012,30.2,Non-Hispanic White
Indiana,2012,31.7,"$25,000 - $34,999"
Indiana,2012,35.5,"$15,000 - $24,999"
Indiana,2012,36.9,"Less than $15,000"
Indiana,2012,38.4,55 - 64
Indiana,2012,42.6,2 or more races
Indiana,2012,35.8,45 - 54
Indiana,2012,30.5,35 - 44
Indiana,2012,29.3,65-100
Indiana,2012,43.7,Non-Hispanic Black
Indiana,2012,30.3,Hispanic
Indiana,2012,14.7,Asian
Indiana,2013,32.7,35 - 44
Indiana,2012,DNE,American Indian/Alaska Native
Indiana,2012,DNE,Other
Indiana,2013,31.1,Male
Indiana,2013,32.6,Female
Indiana,2013,19.7,18 - 24
Indiana,2013,29.2,25 - 34
Indiana,2012,33.6,25 - 34
Indiana,2011,30.3,"$35,000 - $49,999"
Indiana,2013,30.7,65-100
Indiana,2013,38.8,45 - 54
Indiana,2012,DNE,Hawaiian/Pacific Islander
Indiana,2011,32,"$25,000 - $34,999"
Indiana,2013,37.1,"Less than $15,000"
Indiana,2014,DNE,Other
Indiana,2013,37,55 - 64
Indiana,2011,30.9,Male
Indiana,2011,30.8,Female
Indiana,2011,19.6,18 - 24
Indiana,2011,30.9,25 - 34
Indiana,2011,33.2,35 - 44
Indiana,2011,35.8,45 - 54
Indiana,2011,36.7,55 - 64
Indiana,2011,26.6,65-100
Indiana,2011,26.4,"$75,000 or greater"
Indiana,2011,35.3,"$15,000 - $24,999"
Indiana,2012,19.2,18 - 24
Indiana,2011,32,"$50,000 - $74,999"
Indiana,2011,27.5,Data not reported
Indiana,2011,29.5,Non-Hispanic White
Indiana,2011,42.2,Non-Hispanic Black
Indiana,2011,34.7,Hispanic
Indiana,2011,DNE,Asian
Indiana,2011,DNE,Hawaiian/Pacific Islander
Indiana,2011,37.9,American Indian/Alaska Native
Indiana,2011,45.4,2 or more races
Indiana,2011,DNE,Other
Indiana,2012,31.8,Male
Indiana,2012,30.9,Female
Indiana,2011,35,"Less than $15,000"
Indiana,2015,29.6,"$35,000 - $49,999"
Indiana,2014,30.8,Hispanic
Indiana,2014,10.4,Asian
Indiana,2014,DNE,Hawaiian/Pacific Islander
Indiana,2014,30.1,2 or more races
Indiana,2015,22.6,18 - 24
Indiana,2015,28.3,25 - 34
Indiana,2015,29.5,65-100
Indiana,2015,30.9,35 - 44
Indiana,2015,36.7,55 - 64
Indiana,2015,38,45 - 54
Indiana,2015,30.7,Female
Indiana,2015,31.9,Male
Indiana,2014,42.1,Non-Hispanic Black
Indiana,2015,28.4,"$75,000 or greater"
Indiana,2015,DNE,Hawaiian/Pacific Islander
Indiana,2015,32.3,"Less than $15,000"
Indiana,2015,33.9,"$50,000 - $74,999"
Indiana,2015,34,"$15,000 - $24,999"
Indiana,2015,38.1,"$25,000 - $34,999"
Indiana,2015,DNE,American Indian/Alaska Native
Indiana,2015,DNE,Other
Indiana,2015,28.5,Hispanic
Indiana,2015,30.8,Non-Hispanic White
Indiana,2015,33.4,2 or more races
Indiana,2015,40.9,Non-Hispanic Black
Indiana,2014,39.2,American Indian/Alaska Native
Indiana,2013,34.8,"$15,000 - $24,999"
Indiana,2015,26.2,Data not reported
Indiana,2013,30.6,Non-Hispanic White
Indiana,2013,34.4,"$35,000 - $49,999"
Indiana,2013,33.7,"$25,000 - $34,999"
Indiana,2015,5.4,Asian
Indiana,2014,32.4,Non-Hispanic White
Indiana,2013,33.2,"$50,000 - $74,999"
Indiana,2013,27.1,"$75,000 or greater"
Indiana,2013,26.8,Data not reported
Indiana,2013,41.7,Non-Hispanic Black
Indiana,2013,34.9,Hispanic
Indiana,2013,7,Asian
Indiana,2013,DNE,Hawaiian/Pacific Islander
Indiana,2013,44.7,American Indian/Alaska Native
Indiana,2013,37.3,2 or more races
Indiana,2013,DNE,Other
Indiana,2014,34.7,"$15,000 - $24,999"
Indiana,2014,34.8,"$35,000 - $49,999"
Indiana,2014,30.6,"$75,000 or greater"
Indiana,2014,27.6,Data not reported
Indiana,2014,35.5,35 - 44
Indiana,2014,31.9,"$50,000 - $74,999"
Indiana,2014,31,"$25,000 - $34,999"
Indiana,2014,40.3,"Less than $15,000"
Indiana,2014,32,25 - 34
Indiana,2014,32.5,Male
Indiana,2014,33,Female
Indiana,2014,37.8,55 - 64
Indiana,2014,38.8,45 - 54
Indiana,2014,30.2,65-100
Indiana,2014,19.9,18 - 24
Iowa,2014,30.8,"$50,000 - $74,999"
Iowa,2014,26.4,Data not reported
Iowa,2014,DNE,Hawaiian/Pacific Islander
Iowa,2014,27.9,Hispanic
Iowa,2014,6.2,Asian
Iowa,2014,37.9,55 - 64
Iowa,2014,24,2 or more races
Iowa,2014,DNE,American Indian/Alaska Native
Iowa,2014,31.4,Non-Hispanic Black
Iowa,2014,31,"$35,000 - $49,999"
Iowa,2014,34.7,"$25,000 - $34,999"
Iowa,2014,35.2,"$15,000 - $24,999"
Iowa,2014,15,18 - 24
Iowa,2014,30.9,65-100
Iowa,2014,36.1,45 - 54
Iowa,2014,35.4,35 - 44
Iowa,2014,27.1,25 - 34
Iowa,2014,DNE,Other
Iowa,2015,34.8,Male
Iowa,2014,29.8,Female
Iowa,2014,32.8,"Less than $15,000"
Iowa,2015,33.9,"$35,000 - $49,999"
Iowa,2014,28.9,"$75,000 or greater"
Iowa,2014,32,Male
Iowa,2015,17.8,18 - 24
Iowa,2015,31.1,65-100
Iowa,2015,32.2,25 - 34
Iowa,2015,35.3,55 - 64
Iowa,2015,36.6,45 - 54
Iowa,2015,37.9,35 - 44
Iowa,2015,29.3,Female
Iowa,2015,28,"$75,000 or greater"
Iowa,2015,32.1,"Less than $15,000"
Iowa,2015,34.9,Hispanic
Iowa,2015,35.1,"$15,000 - $24,999"
Iowa,2015,38,"$50,000 - $74,999"
Iowa,2015,38.7,"$25,000 - $34,999"
Iowa,2015,DNE,2 or more races
Iowa,2015,DNE,American Indian/Alaska Native
Iowa,2015,DNE,Asian
Iowa,2015,DNE,Hawaiian/Pacific Islander
Iowa,2015,DNE,Other
Iowa,2015,29.5,Non-Hispanic Black
Iowa,2015,32.5,Non-Hispanic White
Iowa,2015,24.7,Data not reported
Iowa,2011,DNE,American Indian/Alaska Native
Iowa,2012,33,35 - 44
Iowa,2012,30,25 - 34
Iowa,2012,16.5,18 - 24
Iowa,2012,29.3,Female
Iowa,2012,31.5,Male
Iowa,2012,5.4,Asian
Iowa,2011,32.7,"$35,000 - $49,999"
Iowa,2011,33.7,2 or more races
Iowa,2012,29.6,65-100
Iowa,2011,DNE,Hawaiian/Pacific Islander
Iowa,2011,3,Asian
Iowa,2011,33.2,Hispanic
Iowa,2011,29.2,Non-Hispanic White
Iowa,2011,25,"$75,000 or greater"
Iowa,2011,33.3,"$50,000 - $74,999"
Iowa,2011,DNE,Other
Iowa,2012,23.9,Data not reported
Iowa,2012,35.4,2 or more races
Iowa,2012,DNE,American Indian/Alaska Native
Iowa,2012,DNE,Hawaiian/Pacific Islander
Iowa,2014,31.4,Non-Hispanic White
Iowa,2012,39.4,Hispanic
Iowa,2013,DNE,Other
Iowa,2012,34.1,45 - 54
Iowa,2012,30.2,Non-Hispanic White
Iowa,2012,37.8,55 - 64
Iowa,2012,27.8,"$75,000 or greater"
Iowa,2012,30.5,"$50,000 - $74,999"
Iowa,2012,31.1,"$35,000 - $49,999"
Iowa,2012,30.1,"$25,000 - $34,999"
Iowa,2012,36.6,"$15,000 - $24,999"
Iowa,2012,37.4,"Less than $15,000"
Iowa,2011,20.1,Data not reported
Iowa,2012,45.1,Non-Hispanic Black
Iowa,2013,25.5,Data not reported
Iowa,2013,34.9,45 - 54
Iowa,2011,32.1,"$25,000 - $34,999"
Iowa,2013,29.9,65-100
Iowa,2011,27.8,Non-Hispanic Black
Iowa,2013,33,"$15,000 - $24,999"
Iowa,2013,32.1,"$25,000 - $34,999"
Iowa,2013,33.1,"$35,000 - $49,999"
Iowa,2013,34.3,35 - 44
Iowa,2013,29.4,"$75,000 or greater"
Iowa,2013,37.4,55 - 64
Iowa,2013,31,Non-Hispanic White
Iowa,2013,45.2,Non-Hispanic Black
Iowa,2013,39.4,Hispanic
Iowa,2013,DNE,Asian
Iowa,2013,DNE,Hawaiian/Pacific Islander
Iowa,2013,DNE,American Indian/Alaska Native
Iowa,2013,DNE,2 or more races
Iowa,2013,31.4,"$50,000 - $74,999"
Iowa,2011,22.8,25 - 34
Iowa,2011,33.8,"$15,000 - $24,999"
Iowa,2011,28.5,"Less than $15,000"
Iowa,2011,29.1,65-100
Iowa,2013,37.1,"Less than $15,000"
Iowa,2013,31.5,25 - 34
Iowa,2011,32.7,35 - 44
Iowa,2011,35.6,55 - 64
Iowa,2011,14.4,18 - 24
Iowa,2011,27.4,Female
Iowa,2011,30.4,Male
Iowa,2012,DNE,Other
Iowa,2013,32.4,Male
Iowa,2013,30.1,Female
Iowa,2013,18.1,18 - 24
Iowa,2011,35.6,45 - 54
Kansas,2013,25.5,Data not reported
Kansas,2013,31.7,"$35,000 - $49,999"
Kansas,2013,30.6,"$50,000 - $74,999"
Kansas,2013,26.2,"$75,000 or greater"
Kansas,2013,29.4,Non-Hispanic White
Kansas,2013,40.5,Non-Hispanic Black
Kansas,2013,33.6,Hispanic
Kansas,2013,31.1,"$25,000 - $34,999"
Kansas,2014,DNE,Other
Kansas,2012,DNE,Hawaiian/Pacific Islander
Kansas,2011,32.7,"$35,000 - $49,999"
Kansas,2012,29,Female
Kansas,2012,30.6,Male
Kansas,2011,32.6,Other
Kansas,2011,33.5,2 or more races
Kansas,2011,32.8,American Indian/Alaska Native
Kansas,2011,DNE,Hawaiian/Pacific Islander
Kansas,2011,8.9,Asian
Kansas,2011,30.5,Hispanic
Kansas,2011,40.9,Non-Hispanic Black
Kansas,2011,29.1,Non-Hispanic White
Kansas,2011,24.4,Data not reported
Kansas,2012,35,2 or more races
Kansas,2011,31,"$50,000 - $74,999"
Kansas,2012,33,35 - 44
Kansas,2011,30.9,"$25,000 - $34,999"
Kansas,2011,31.8,"$15,000 - $24,999"
Kansas,2011,35.8,"Less than $15,000"
Kansas,2011,26.3,65-100
Kansas,2011,36,55 - 64
Kansas,2011,34.8,45 - 54
Kansas,2011,32.9,35 - 44
Kansas,2011,28.8,25 - 34
Kansas,2011,16.1,18 - 24
Kansas,2011,29.1,Female
Kansas,2011,30,Male
Kansas,2011,25.6,"$75,000 or greater"
Kansas,2012,36.1,Non-Hispanic Black
Kansas,2013,35.3,"Less than $15,000"
Kansas,2013,25.9,65-100
Kansas,2013,37,55 - 64
Kansas,2013,34.1,45 - 54
Kansas,2013,34.5,35 - 44
Kansas,2013,28.9,25 - 34
Kansas,2013,18.1,18 - 24
Kansas,2013,29.4,Female
Kansas,2013,30.5,Male
Kansas,2012,DNE,Other
Kansas,2012,35.1,American Indian/Alaska Native
Kansas,2012,19.6,18 - 24
Kansas,2012,35.9,Hispanic
Kansas,2012,30.2,25 - 34
Kansas,2012,29,Non-Hispanic White
Kansas,2012,25.2,Data not reported
Kansas,2012,24,"$75,000 or greater"
Kansas,2012,30.8,"$50,000 - $74,999"
Kansas,2012,30.8,"$35,000 - $49,999"
Kansas,2012,33.2,"$25,000 - $34,999"
Kansas,2012,34.2,"$15,000 - $24,999"
Kansas,2012,36.5,"Less than $15,000"
Kansas,2012,26.2,65-100
Kansas,2012,33.1,55 - 64
Kansas,2012,35.3,45 - 54
Kansas,2013,33.6,"$15,000 - $24,999"
Kansas,2012,11,Asian
Kansas,2015,DNE,Hawaiian/Pacific Islander
Kansas,2015,22.1,18 - 24
Kansas,2015,33.3,Female
Kansas,2013,DNE,Hawaiian/Pacific Islander
Kansas,2015,35.1,Male
Kansas,2015,29.6,Data not reported
Kansas,2015,31,"$75,000 or greater"
Kansas,2015,34.3,"$50,000 - $74,999"
Kansas,2015,37.3,"$35,000 - $49,999"
Kansas,2015,37.7,"$15,000 - $24,999"
Kansas,2015,39.1,45 - 54
Kansas,2015,35.8,25 - 34
Kansas,2015,38.4,"Less than $15,000"
Kansas,2014,35.2,American Indian/Alaska Native
Kansas,2015,DNE,Other
Kansas,2015,10.9,Asian
Kansas,2015,33.4,Non-Hispanic White
Kansas,2015,38.6,American Indian/Alaska Native
Kansas,2015,39.7,Hispanic
Kansas,2015,40.5,2 or more races
Kansas,2015,45.6,Non-Hispanic Black
Kansas,2015,38.8,55 - 64
Kansas,2015,38,35 - 44
Kansas,2015,30.5,65-100
Kansas,2015,38,"$25,000 - $34,999"
Kansas,2014,34.7,"Less than $15,000"
Kansas,2013,36.8,American Indian/Alaska Native
Kansas,2013,31,2 or more races
Kansas,2013,27.8,Other
Kansas,2014,33,"$50,000 - $74,999"
Kansas,2014,31.1,Male
Kansas,2014,31.5,Female
Kansas,2014,15.2,18 - 24
Kansas,2014,30,25 - 34
Kansas,2014,36.5,35 - 44
Kansas,2014,36.6,45 - 54
Kansas,2014,33.9,2 or more races
Kansas,2014,28.7,65-100
Kansas,2013,9.1,Asian
Kansas,2014,34,"$15,000 - $24,999"
Kansas,2014,36.7,"$25,000 - $34,999"
Kansas,2014,33.2,"$35,000 - $49,999"
Kansas,2014,27.7,"$75,000 or greater"
Kansas,2014,25.7,Data not reported
Kansas,2014,30.5,Non-Hispanic White
Kansas,2014,42.1,Non-Hispanic Black
Kansas,2014,33,Hispanic
Kansas,2014,11.1,Asian
Kansas,2014,DNE,Hawaiian/Pacific Islander
Kansas,2014,38.4,55 - 64
Kentucky,2014,35.1,"Less than $15,000"
Kentucky,2014,28.1,"$75,000 or greater"
Kentucky,2014,29.9,Female
Kentucky,2014,14.6,18 - 24
Kentucky,2014,39.5,35 - 44
Kentucky,2014,37,55 - 64
Kentucky,2014,27.5,65-100
Kentucky,2015,40.6,45 - 54
Kentucky,2014,35.2,"$15,000 - $24,999"
Kentucky,2014,30.3,"$25,000 - $34,999"
Kentucky,2014,35.4,"$50,000 - $74,999"
Kentucky,2014,DNE,Other
Kentucky,2014,24.6,Data not reported
Kentucky,2014,31.3,Non-Hispanic White
Kentucky,2014,42.9,Non-Hispanic Black
Kentucky,2014,18.5,Hispanic
Kentucky,2014,DNE,Asian
Kentucky,2014,DNE,Hawaiian/Pacific Islander
Kentucky,2014,24,American Indian/Alaska Native
Kentucky,2014,37,2 or more races
Kentucky,2014,33.7,"$35,000 - $49,999"
Kentucky,2015,35.7,"$50,000 - $74,999"
Kentucky,2011,29.6,Male
Kentucky,2015,44.3,Non-Hispanic Black
Kentucky,2015,34.5,Non-Hispanic White
Kentucky,2015,30.5,American Indian/Alaska Native
Kentucky,2015,25.8,Hispanic
Kentucky,2015,17.4,2 or more races
Kentucky,2015,DNE,Other
Kentucky,2015,DNE,Hawaiian/Pacific Islander
Kentucky,2015,DNE,Asian
Kentucky,2015,41.2,"$15,000 - $24,999"
Kentucky,2015,37.5,35 - 44
Kentucky,2015,37.1,"Less than $15,000"
Kentucky,2015,17.8,18 - 24
Kentucky,2015,35.4,"$75,000 or greater"
Kentucky,2015,33.6,"$35,000 - $49,999"
Kentucky,2015,30.5,Data not reported
Kentucky,2015,36.2,Male
Kentucky,2015,32.9,Female
Kentucky,2014,29.7,25 - 34
Kentucky,2015,40.3,55 - 64
Kentucky,2014,33.3,Male
Kentucky,2015,36.2,25 - 34
Kentucky,2015,31.2,65-100
Kentucky,2015,39,"$25,000 - $34,999"
Kentucky,2012,28.7,25 - 34
Kentucky,2013,DNE,Other
Kentucky,2011,DNE,Hawaiian/Pacific Islander
Kentucky,2011,25.9,American Indian/Alaska Native
Kentucky,2011,45.2,2 or more races
Kentucky,2011,47.1,Other
Kentucky,2012,31.5,Male
Kentucky,2012,31.7,"$25,000 - $34,999"
Kentucky,2012,17.2,18 - 24
Kentucky,2011,43.2,Non-Hispanic Black
Kentucky,2012,37.2,35 - 44
Kentucky,2012,37.6,45 - 54
Kentucky,2012,34.2,55 - 64
Kentucky,2012,29.2,65-100
Kentucky,2012,34.1,"Less than $15,000"
Kentucky,2012,34.5,"$15,000 - $24,999"
Kentucky,2012,31,Female
Kentucky,2011,35.6,"$15,000 - $24,999"
Kentucky,2011,31.1,Female
Kentucky,2011,21.2,18 - 24
Kentucky,2011,28.7,25 - 34
Kentucky,2011,33.7,35 - 44
Kentucky,2011,34.8,45 - 54
Kentucky,2011,36.4,55 - 64
Kentucky,2011,DNE,Asian
Kentucky,2011,36.6,"Less than $15,000"
Kentucky,2014,37.1,45 - 54
Kentucky,2011,30,"$25,000 - $34,999"
Kentucky,2011,33.7,"$35,000 - $49,999"
Kentucky,2011,34.4,"$50,000 - $74,999"
Kentucky,2011,23.4,"$75,000 or greater"
Kentucky,2011,26.6,Data not reported
Kentucky,2011,29.5,Non-Hispanic White
Kentucky,2013,33.1,Female
Kentucky,2011,25.1,65-100
Kentucky,2013,29.2,Hispanic
Kentucky,2013,29.7,65-100
Kentucky,2013,38.1,"Less than $15,000"
Kentucky,2013,37.4,"$15,000 - $24,999"
Kentucky,2013,38.3,"$25,000 - $34,999"
Kentucky,2013,34.8,"$35,000 - $49,999"
Kentucky,2013,32.8,"$50,000 - $74,999"
Kentucky,2013,40.5,55 - 64
Kentucky,2013,40.9,Non-Hispanic Black
Kentucky,2013,29.1,"$75,000 or greater"
Kentucky,2013,DNE,Asian
Kentucky,2013,DNE,Hawaiian/Pacific Islander
Kentucky,2012,32,"$35,000 - $49,999"
Kentucky,2011,22.2,Hispanic
Kentucky,2013,34,2 or more races
Kentucky,2013,43.1,American Indian/Alaska Native
Kentucky,2013,30.3,Data not reported
Kentucky,2012,DNE,Hawaiian/Pacific Islander
Kentucky,2012,28.3,Data not reported
Kentucky,2013,32.8,Non-Hispanic White
Kentucky,2012,25.6,"$75,000 or greater"
Kentucky,2013,38.6,45 - 54
Kentucky,2012,42,Non-Hispanic Black
Kentucky,2012,DNE,Asian
Kentucky,2012,30.6,Non-Hispanic White
Kentucky,2012,33.4,"$50,000 - $74,999"
Kentucky,2012,42.7,American Indian/Alaska Native
Kentucky,2012,27.1,2 or more races
Kentucky,2012,DNE,Other
Kentucky,2013,33.3,Male
Kentucky,2013,18.4,18 - 24
Kentucky,2013,29.2,25 - 34
Kentucky,2013,38.6,35 - 44
Kentucky,2012,22.2,Hispanic
Louisiana,2015,26.5,2 or more races
Louisiana,2014,44.3,2 or more races
Louisiana,2015,30.2,Hispanic
Louisiana,2015,34.3,Non-Hispanic White
Louisiana,2015,43.4,Non-Hispanic Black
Louisiana,2014,27.9,Other
Louisiana,2014,26.9,American Indian/Alaska Native
Louisiana,2014,DNE,Hawaiian/Pacific Islander
Louisiana,2014,DNE,Asian
Louisiana,2014,32.9,Hispanic
Louisiana,2014,43.4,Non-Hispanic Black
Louisiana,2014,27.6,Data not reported
Louisiana,2014,33.7,"$75,000 or greater"
Louisiana,2015,DNE,Other
Louisiana,2015,28.1,25 - 34
Louisiana,2014,31.3,Non-Hispanic White
Louisiana,2015,32.7,"$75,000 or greater"
Louisiana,2014,33,"$50,000 - $74,999"
Louisiana,2013,DNE,Hawaiian/Pacific Islander
Louisiana,2015,29.1,18 - 24
Louisiana,2015,39.8,55 - 64
Louisiana,2015,41.6,45 - 54
Louisiana,2015,44.5,35 - 44
Louisiana,2015,35.9,Male
Louisiana,2015,33.6,65-100
Louisiana,2015,31.7,Data not reported
Louisiana,2015,DNE,Hawaiian/Pacific Islander
Louisiana,2015,34.2,"$50,000 - $74,999"
Louisiana,2015,35.8,"$35,000 - $49,999"
Louisiana,2015,40,"$25,000 - $34,999"
Louisiana,2015,41.3,"$15,000 - $24,999"
Louisiana,2015,43.1,"Less than $15,000"
Louisiana,2015,DNE,American Indian/Alaska Native
Louisiana,2015,DNE,Asian
Louisiana,2015,36.5,Female
Louisiana,2012,30,Non-Hispanic White
Louisiana,2013,35,Female
Louisiana,2013,31.1,Male
Louisiana,2012,25.6,Other
Louisiana,2012,30.9,2 or more races
